@relation '2025-08-MD-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,25-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R126-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R57,93,121-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-R84-86,122-weka.filters.unsupervised.instance.RemoveRange-R1-560-weka.filters.unsupervised.attribute.Remove-V-R24,27,29,26,30,31,21,23,22,28,25,52,47,79,80,81,6,5,60,38,119'

@attribute UEMPMEAN {'\'(-inf-14.9]\'','\'(14.9-27.8]\'','\'(27.8-inf)\''}
@attribute UEMP15OV numeric
@attribute UEMP27OV numeric
@attribute UEMP5TO14 numeric
@attribute CLAIMSx numeric
@attribute PAYEMS numeric
@attribute HWIURATIO numeric
@attribute CE16OV numeric
@attribute CLF16OV numeric
@attribute UEMP15T26 numeric
@attribute UEMPLT5 numeric
@attribute PERMIT numeric
@attribute HOUST numeric
@attribute GS1 numeric
@attribute GS5 numeric
@attribute GS10 numeric
@attribute INDPRO numeric
@attribute RETAILx numeric
@attribute BUSINVx numeric
@attribute SRVPRD numeric
@attribute UNRATE {'\'(-inf-6.266667]\'','\'(6.266667-10.533333]\'','\'(10.533333-inf)\''}

@data
'\'(14.9-27.8]\'',-0.113975,-0.118211,0.152595,-0.17676,0.919067,0.019303,0.949515,0.898083,-0.083764,0.004795,0.923734,0.576887,0.07434,-0.201969,-0.300281,1.165221,0.682841,0.624672,0.892112,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.148385,-0.164395,-0.063707,-0.167642,0.92336,0.099713,0.955762,0.896397,-0.085466,0.011663,0.746833,0.760485,0.041081,-0.250592,-0.355374,1.158555,0.672155,0.632684,0.897432,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.242181,-0.290831,-0.00767,-0.170915,0.923896,0.072451,0.972168,0.908231,-0.08887,0.022651,0.522407,0.159858,0.053175,-0.244109,-0.351931,1.154791,0.671083,0.640229,0.900611,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.188346,-0.250705,0.11449,-0.120649,0.930682,0.053399,0.979401,0.919627,-0.013989,-0.121566,0.429996,0.367061,0.053175,-0.279765,-0.396694,1.153807,0.676732,0.646694,0.908921,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.230526,-0.279475,-0.070431,-0.13117,0.936616,0.074653,0.993736,0.929806,-0.078659,-0.004819,0.701948,0.574264,0.032011,-0.295973,-0.410467,1.191416,0.698947,0.651167,0.914902,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.190011,-0.243134,0.176131,-0.162732,0.943654,0.034197,0.995643,0.94267,-0.036113,-0.052892,0.670264,-0.055214,0.068293,-0.22466,-0.341601,1.17817,0.695942,0.654658,0.920789,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.159486,-0.161366,0.065178,-0.137015,0.946369,0.060472,0.996597,0.937643,-0.12631,-0.035036,0.596336,0.131007,0.065269,-0.237626,-0.355374,1.213774,0.699877,0.664,0.926801,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.135065,-0.164395,0.031556,-0.199439,0.953439,0.23177,1.005244,0.939766,-0.044622,-0.40176,0.591055,0.170349,0.025964,-0.31218,-0.410467,1.220384,0.714875,0.666899,0.932121,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.120635,-0.193922,0.076385,-0.148705,0.955427,0.078427,0.981111,0.920533,0.065997,-0.197109,0.258375,0.157235,0.028988,-0.276524,-0.365704,1.245444,0.710417,0.679445,0.935332,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.148385,-0.249947,0.081989,-0.22352,0.960098,0.089399,0.991533,0.92787,0.108543,-0.186121,0.319103,-0.039477,0.022941,-0.250592,-0.345044,1.247465,0.734053,0.690568,0.940903,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.120635,-0.241619,0.027073,-0.172318,0.962497,0.112514,0.996794,0.939454,0.173213,-0.066627,0.092036,0.047076,0.038058,-0.133898,-0.224529,1.248493,0.719155,0.700263,0.943327,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.07457,-0.129568,0.104404,-0.181436,0.961708,-0.042008,0.991599,0.93986,0.062594,-0.133928,-0.029419,-0.199469,0.038058,-0.18252,-0.258962,1.242594,0.727182,0.704437,0.943988,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.091775,-0.163638,0.051729,-0.149874,0.960729,-0.041703,0.984267,0.930337,0.084717,0.019904,-0.135031,-0.262417,-0.110092,-0.328388,-0.372591,1.249959,0.737142,0.710428,0.946475,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.079565,-0.15001,0.204149,-0.180735,0.963507,-0.025562,1.002745,0.9511,0.093227,-0.058386,-0.29345,-0.647972,-0.209867,-0.402942,-0.42424,1.259156,0.744991,0.724476,0.951449,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.11009,-0.124268,0.439504,-0.111297,0.965906,-0.049492,0.992947,0.943888,-0.056535,-0.074868,-0.475632,-0.435523,-0.221961,-0.402942,-0.420797,1.24812,0.756195,0.730215,0.955069,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.07346,-0.066728,0.146992,-0.075058,0.969504,-0.046242,1.014285,0.964245,-0.075255,0.062482,-0.391142,-0.611253,-0.403369,-0.574741,-0.551642,1.269293,0.774244,0.743832,0.959979,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.001466,-0.104584,0.298291,-0.018012,0.972786,-0.183707,1.003698,0.966837,0.239584,0.162747,-0.589165,-1.030904,-0.475933,-0.633088,-0.568859,1.271503,0.75226,0.762028,0.964512,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.023111,-0.056129,0.331913,-0.062199,0.97266,-0.162781,1.007151,0.971364,0.197039,-0.062506,-0.734382,-0.907632,-0.642224,-0.798404,-0.692817,1.266799,0.756435,0.778223,0.965299,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.029059,-0.100798,0.291567,-0.024792,0.97064,-0.252848,0.999852,0.958563,0.135772,0.07347,-0.945608,-0.857798,-0.841773,-0.863234,-0.692817,1.252968,0.739493,0.787945,0.964827,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.004084,-0.105341,0.47873,0.053063,0.968431,-0.342009,0.99755,0.966525,0.224268,0.306964,-1.069702,-1.114835,-0.99597,-0.960479,-0.772013,1.240947,0.744918,0.789332,0.965142,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.104697,-0.068243,0.520197,0.034827,0.961518,-0.376352,0.999063,0.962185,0.472736,-0.146289,-0.961449,-1.093852,-0.935501,-0.843785,-0.713477,1.21521,0.743099,0.798346,0.962624,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.156312,0.07485,0.410365,0.068961,0.955616,-0.460117,0.991698,0.978858,0.311062,0.931905,-0.995773,-1.198765,-0.83875,-0.743299,-0.644611,1.192197,0.76107,0.802353,0.959192,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.230128,0.086207,1.015564,0.145881,0.950787,-0.614264,0.986076,0.97917,0.511878,0.21082,-0.507315,-1.007299,-0.729905,-0.633088,-0.568859,1.182545,0.764577,0.815939,0.958091,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.341684,0.152832,0.810469,0.214851,0.944475,-0.693338,0.979335,0.984041,0.704186,0.349543,-1.191157,-1.329906,-0.772233,-0.694677,-0.599848,1.165765,0.757616,0.828656,0.955761,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.511516,0.305767,0.726413,0.378509,0.935417,-0.781322,0.968518,0.989411,0.881176,0.901688,-1.357496,-1.53711,-0.802468,-0.746541,-0.641168,1.107648,0.742028,0.83341,0.950095,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.625847,0.427661,1.036858,0.523464,0.921245,-0.926643,0.964343,0.987195,0.957759,0.341302,-1.518556,-1.600057,-0.884102,-0.830819,-0.710034,0.948819,0.712659,0.818901,0.940589,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.827868,0.619208,1.059272,0.576068,0.906443,-0.938736,0.955334,0.996749,1.146663,0.783567,-1.679615,-1.712839,-1.032252,-0.879442,-0.668714,0.983642,0.645488,0.798428,0.932404,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',0.790683,0.573025,1.289024,0.784382,0.882771,-1.022058,0.932253,0.989349,1.136452,1.010194,-1.970049,-2.040692,-1.138074,-1.022068,-0.765126,0.937867,0.574214,0.775657,0.917326,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',1.137006,0.869052,1.555759,0.991059,0.860804,-1.103165,0.908219,0.989849,1.531278,0.900314,-2.160152,-2.281992,-1.313435,-1.271663,-1.147332,0.840342,0.533814,0.730597,0.904924,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',1.257442,0.936434,1.73956,1.028467,0.836532,-1.253663,0.868206,0.975954,1.750814,1.269785,-2.183915,-2.46559,-1.328553,-1.245731,-1.112899,0.756869,0.560048,0.705382,0.894379,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',1.640951,1.163566,2.046642,1.365136,0.812514,-1.268278,0.851372,0.986195,2.416232,1.168146,-2.14959,-2.22429,-1.27413,-1.15821,-0.992384,0.737321,0.552674,0.675546,0.880308,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',1.880158,1.36117,2.2551,1.436444,0.786475,-1.36528,0.820697,0.97355,2.703842,1.188749,-2.268405,-2.426247,-1.268083,-1.174418,-1.009601,0.686465,0.522668,0.646828,0.865387,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',2.157105,1.733665,2.273031,1.289151,0.765297,-1.432459,0.81902,0.98529,2.719159,1.014315,-2.247282,-2.497063,-1.295294,-1.161452,-0.971724,0.66135,0.531494,0.62042,0.854747,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',2.510644,1.900985,2.631667,1.215505,0.754155,-1.402941,0.805605,0.992721,3.425421,0.887953,-2.154871,-2.334448,-1.310412,-1.073932,-0.847766,0.630014,0.545541,0.599087,0.851096,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',2.962973,2.185656,2.176648,1.151211,0.739605,-1.419288,0.797747,0.991753,4.172526,0.706652,-2.036057,-2.216421,-1.307388,-0.885925,-0.699704,0.620058,0.572798,0.57444,0.843982,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',2.964083,2.615691,1.563604,1.002749,0.728716,-1.469738,0.794196,0.985071,3.210989,0.738242,-2.051899,-2.192816,-1.316459,-0.966962,-0.754797,0.657464,0.580339,0.551687,0.837686,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',2.957978,2.706543,2.036556,0.968615,0.722719,-1.4553,0.780749,0.978983,2.986347,0.467663,-1.996452,-2.213798,-1.322506,-0.931306,-0.744467,0.692772,0.611254,0.527968,0.835734,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',3.276551,3.05254,1.866204,0.913906,0.715618,-1.432363,0.758589,0.963996,3.185462,0.331687,-2.014934,-2.216421,-1.340646,-0.996136,-0.809889,0.720263,0.566376,0.519055,0.831863,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',3.413082,3.165348,1.616279,0.810567,0.709779,-1.458509,0.745898,0.962653,3.352242,0.856363,-2.083583,-2.350185,-1.349717,-1.009102,-0.813333,0.72762,0.585173,0.530794,0.830131,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.472467,3.365981,1.509809,0.663742,0.709653,-1.435962,0.753361,0.965588,3.08165,0.29735,-1.97797,-2.208553,-1.367858,-1.041517,-0.809889,0.740866,0.599418,0.544846,0.831453,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.516868,3.528001,1.509809,0.623997,0.701762,-1.419585,0.732122,0.94164,2.851902,0.38388,-1.869717,-2.226912,-1.349717,-1.00586,-0.744467,0.752029,0.606812,0.541825,0.825976,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.549613,3.677151,1.434719,0.597344,0.701573,-1.365813,0.746095,0.953286,2.617049,0.441567,-1.943646,-2.140359,-1.355764,-0.960479,-0.696261,0.787162,0.608678,0.545034,0.828589,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.565153,3.533301,1.434719,0.625166,0.698511,-1.401196,0.750797,0.959843,2.989751,0.284988,-1.906682,-2.166588,-1.355764,-0.999377,-0.710034,0.798817,0.611223,0.556829,0.828054,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.656729,3.848256,1.327129,0.552689,0.703561,-1.401712,0.756386,0.967961,2.56259,0.232796,-1.80899,-2.082657,-1.340646,-0.976687,-0.696261,0.82217,0.649862,0.565696,0.831705,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.680594,4.041318,1.094015,0.546844,0.71161,-1.315766,0.774338,0.988818,2.201801,0.172362,-1.941006,-1.948893,-1.325529,-0.928064,-0.654941,0.834202,0.66499,0.572739,0.837906,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.551278,3.918667,1.139965,0.501954,0.728117,-1.328916,0.772497,0.972239,2.082672,0.238289,-2.104705,-2.221667,-1.349717,-1.057724,-0.803003,0.880121,0.649256,0.578769,0.853992,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.556828,3.90731,1.175829,0.507098,0.723887,-1.351358,0.769209,0.957408,2.123516,0.114675,-2.073021,-2.34494,-1.364834,-1.116071,-0.878755,0.887593,0.647469,0.592588,0.849144,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.449712,3.818729,0.966251,0.501019,0.72092,-1.296448,0.770458,0.959749,1.994177,0.283615,-2.094144,-2.318711,-1.373905,-1.193867,-0.944178,0.900606,0.653196,0.609715,0.845682,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.287096,3.631725,1.596106,0.574899,0.720952,-1.318689,0.778974,0.972083,1.915892,0.098193,-2.091504,-2.179702,-1.382975,-1.28787,-1.05092,0.913141,0.661432,0.626622,0.845241,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.305411,3.559043,1.342819,0.474366,0.718616,-1.332046,0.777593,0.968617,2.135429,0.30147,-2.136389,-2.192816,-1.382975,-1.307319,-1.068137,0.922753,0.677062,0.647704,0.8431,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.393657,3.607497,1.384286,0.443037,0.727422,-1.265925,0.768485,0.958001,2.298805,0.076217,-2.14959,-2.32658,-1.392046,-1.381874,-1.106013,0.9135,0.698153,0.671232,0.851379,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.439722,3.68245,1.357389,0.346947,0.731462,-1.294873,0.76602,0.9733,2.269874,0.429205,-2.14431,-2.321334,-1.385999,-1.326768,-1.03026,0.915917,0.715058,0.686657,0.854621,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.358136,3.760432,1.187036,0.318891,0.734019,-1.294249,0.774469,0.958469,1.844415,0.12841,-1.954207,-2.337071,-1.373905,-1.138761,-0.847766,0.950077,0.728274,0.709815,0.85821,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.271556,3.568128,1.034616,0.349518,0.73424,-1.269853,0.772792,0.946386,2.011195,0.118795,-2.102065,-2.098394,-1.379952,-1.119312,-0.813333,0.942575,0.740894,0.726335,0.858745,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.150565,3.353867,1.129879,0.231217,0.741152,-1.23514,0.777527,0.944856,2.123516,-0.179253,-2.191836,-2.394773,-1.373905,-1.031792,-0.74791,0.928348,0.756994,0.739948,0.863876,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.145569,3.51513,0.975217,0.252259,0.748285,-1.223614,0.785582,0.949914,1.744007,-0.088602,-2.083583,-2.177079,-1.382975,-1.080415,-0.806446,0.964023,0.774239,0.763726,0.868975,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.062319,3.378852,0.983062,0.320527,0.758227,-1.234927,0.78384,0.955128,1.79336,0.257518,-2.088863,-2.297729,-1.385999,-1.060966,-0.78923,0.952501,0.784926,0.782638,0.877286,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.167215,3.551471,0.88892,0.329412,0.761604,-1.246735,0.785089,0.95313,1.728691,0.094072,-1.991172,-2.279369,-1.404139,-1.167935,-0.889085,0.956765,0.78328,0.808455,0.879112,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.132804,3.64081,0.983062,0.309539,0.768769,-1.194294,0.777198,0.948977,1.420658,0.458049,-1.943646,-2.156096,-1.407163,-1.252214,-0.947621,0.967017,0.799385,0.817243,0.885124,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.151675,3.58327,0.920301,0.28312,0.770725,-1.148329,0.781801,0.947166,1.609562,0.044627,-1.983251,-2.116754,-1.404139,-1.26518,-0.947621,0.983542,0.798627,0.827658,0.885533,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.190525,3.471976,0.985304,0.268624,0.774892,-1.213335,0.795544,0.961904,1.97886,0.06935,-1.914603,-2.216421,-1.428327,-1.433737,-1.188652,1.005807,0.800812,0.838071,0.888744,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',3.22882,3.665794,0.864264,0.307201,0.781804,-1.126973,0.803468,0.973488,1.660617,0.212193,-2.012294,-2.045938,-1.431351,-1.472635,-1.298838,1.003105,0.822666,0.83046,0.894284,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.943548,3.312984,1.277816,0.235425,0.7884,-1.139657,0.809551,0.96818,1.578929,0.094072,-1.851235,-2.150851,-1.428327,-1.420771,-1.240301,1.027706,0.833979,0.850481,0.900171,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.890267,3.206989,0.900128,0.173936,0.792724,-1.134459,0.824609,0.973394,1.655512,-0.059759,-1.758824,-1.885945,-1.428327,-1.469394,-1.288508,1.027288,0.840329,0.860524,0.904452,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.800911,3.122194,0.855298,0.116656,0.798973,-1.076855,0.827108,0.969241,1.57042,0.107807,-1.782587,-1.930533,-1.425304,-1.475877,-1.298838,1.045907,0.843271,0.873848,0.908984,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.738751,3.038912,0.894524,0.120163,0.810241,-1.025387,0.849531,0.981293,1.567016,-0.172386,-1.742982,-1.854471,-1.425304,-1.492084,-1.302281,1.067321,0.861801,0.88338,0.918271,'\'(6.266667-10.533333]\''
'\'(27.8-inf)\'',2.66105,2.86175,0.82728,0.052361,0.818542,-1.093086,0.85854,0.990348,1.726989,0.01441,-1.674334,-1.904305,-1.41321,-1.495326,-1.302281,1.078672,0.886775,0.901674,0.925636,'\'(6.266667-10.533333]\''
